match_id,team,innings_number,total_runs,total_wickets,balls_bowled,overs_bowled,run_rate,extras,boundaries_4s,boundaries_6s,boundaries_total,venue,city,date,opposition,match_outcome,player_of_match,teams,team_batting_avg,team_strike_rate,team_centuries,team_fifties,team_boundaries_4s,team_boundaries_6s,team_players_count,team_bowling_avg,team_economy,team_wickets,team_maidens,team_batsmen,team_bowlers,team_allrounders,team_wicketkeepers,venue_avg_runs,venue_runs_std,venue_matches,venue_min_runs,venue_max_runs,venue_avg_rr,venue_rr_std,venue_avg_boundaries,venue_total_boundaries,venue_high_scoring,opp_avg_runs,opp_runs_std,opp_matches,opp_avg_rr,opp_rr_std,opp_avg_boundaries,opp_total_boundaries,team_balance,venue_advantage
1063553,China,1,80,0,127,21.166666666666668,3.779527559055118,8,4,2,6,Sano International Cricket Ground,Unknown,2016-11-03,Japan,Japan,['Zhang Yu Fei'],"['Japan', 'China']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,81.33,30.03,6,4.56,1.0,6.67,40,0.6,-73.25194923857867
1063553,Japan,2,81,0,96,16.0,5.0625,27,5,1,6,Sano International Cricket Ground,Unknown,2016-11-03,China,Japan,['Zhang Yu Fei'],"['Japan', 'China']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,69.67,40.66,6,5.1,1.32,4.0,24,0.6,-73.25194923857867
1065348,India,1,121,0,128,21.333333333333332,5.671875,9,7,3,10,Asian Institute of Technology Ground,Bangkok,2016-12-04,Pakistan,India,['M Raj'],"['India', 'Pakistan']",23.668000000000003,131.1275,12.0,134.0,1843.0,836.0,71,43.14681818181818,5.676923076923076,0.0,371.0,17,28,15,7,79.25,28.93,16,33,129,3.9,1.08,4.31,69,0,130.61,25.62,23,6.77,1.21,14.52,334,0.37777777777777777,-68.82194923857867
1065348,Pakistan,2,104,0,123,20.5,5.073170731707317,5,8,0,8,Asian Institute of Technology Ground,Bangkok,2016-12-04,India,India,['M Raj'],"['India', 'Pakistan']",19.312800000000003,132.695,3.0,76.0,1107.0,381.0,61,47.42523809523809,5.762608695652175,0.0,73.0,19,22,12,5,79.25,28.93,16,33,129,3.9,1.08,4.31,69,0,147.7,37.55,30,7.64,1.52,17.7,531,0.4634146341463415,-68.82194923857867
1068298,Yorkshire,1,227,0,125,20.833333333333332,10.896,9,16,11,27,Headingley,Leeds,2017-07-07,Nottinghamshire,Yorkshire,['A Lyth'],"['Yorkshire', 'Nottinghamshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,35.78,28,102,260,8.7,1.53,21.25,595,1,174.17,29.11,30,8.85,1.23,21.1,633,0.6,25.538050761421346
1068298,Nottinghamshire,2,179,0,124,20.666666666666668,8.661290322580644,6,15,9,24,Headingley,Leeds,2017-07-07,Yorkshire,Yorkshire,['A Lyth'],"['Yorkshire', 'Nottinghamshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,35.78,28,102,260,8.7,1.53,21.25,595,1,167.5,23.83,26,8.61,1.45,20.81,541,0.6,25.538050761421346
1068299,Surrey,1,188,0,129,21.5,8.744186046511627,17,15,8,23,County Ground,Chelmsford,2017-07-07,Essex,Surrey,['TK Curran'],"['Surrey', 'Essex']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,31.31,119,87,249,8.51,1.4,20.33,2419,1,177.0,29.66,23,8.91,1.49,22.0,506,0.6,16.048050761421337
1068299,Essex,2,186,0,124,20.666666666666668,9.0,20,10,8,18,County Ground,Chelmsford,2017-07-07,Surrey,Surrey,['TK Curran'],"['Surrey', 'Essex']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,31.31,119,87,249,8.51,1.4,20.33,2419,1,165.88,27.36,26,8.61,1.42,19.88,517,0.6,16.048050761421337
1068300,Lancashire,1,192,0,126,21.0,9.142857142857142,10,16,7,23,Riverside Ground,Chester-le-Street,2017-07-07,Durham,Lancashire,['JC Buttler'],"['Lancashire', 'Durham']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,22.88,30,78,192,7.34,1.01,14.97,449,0,154.15,29.95,27,8.21,1.71,18.07,488,0.6,-4.471949238578674
1068300,Durham,2,140,0,124,20.666666666666668,6.774193548387096,6,9,2,11,Riverside Ground,Chester-le-Street,2017-07-07,Lancashire,Lancashire,['JC Buttler'],"['Lancashire', 'Durham']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,22.88,30,78,192,7.34,1.01,14.97,449,0,152.0,33.05,26,7.88,1.49,17.0,442,0.6,-4.471949238578674
1068301,Hampshire,1,167,0,122,20.333333333333332,8.213114754098362,12,16,5,21,Sophia Gardens,Cardiff,2017-07-07,Glamorgan,Hampshire,['LD McManus'],"['Hampshire', 'Glamorgan']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,144.96,42.63,24,32,198,8.36,1.33,16.96,407,0,158.2,40.6,25,8.55,1.41,18.68,467,0.6,-3.11194923857866
1068301,Glamorgan,2,145,0,122,20.333333333333332,7.131147540983607,4,9,4,13,Sophia Gardens,Cardiff,2017-07-07,Hampshire,Hampshire,['LD McManus'],"['Hampshire', 'Glamorgan']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,144.96,42.63,24,32,198,8.36,1.33,16.96,407,0,156.18,28.3,28,8.11,1.06,16.71,468,0.6,-3.11194923857866
1068302,Gloucestershire,1,182,0,123,20.5,8.878048780487806,9,18,4,22,College Ground,Cheltenham,2017-07-07,Middlesex,Unknown,['RF Higgins'],"['Gloucestershire', 'Middlesex']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,170.5,15.78,8,152,197,8.39,0.81,21.38,171,1,171.41,35.78,27,8.91,1.54,21.3,575,0.6,22.428050761421332
1068302,Middlesex,2,182,0,121,20.166666666666668,9.024793388429751,2,17,10,27,College Ground,Cheltenham,2017-07-07,Gloucestershire,Unknown,['RF Higgins'],"['Gloucestershire', 'Middlesex']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,170.5,15.78,8,152,197,8.39,0.81,21.38,171,1,148.36,32.17,25,7.97,1.21,17.4,435,0.6,22.428050761421332
1068303,Worcestershire,1,152,0,123,20.5,7.414634146341464,9,15,2,17,"County Ground, New Road",Worcester,2017-07-07,Warwickshire,Warwickshire,['IR Bell'],"['Worcestershire', 'Warwickshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,30.36,26,89,204,8.66,1.64,20.81,541,1,170.4,17.06,15,8.32,0.84,20.0,300,0.6,16.428050761421332
1068303,Warwickshire,2,153,0,117,19.5,7.846153846153846,8,16,2,18,"County Ground, New Road",Worcester,2017-07-07,Worcestershire,Warwickshire,['IR Bell'],"['Worcestershire', 'Warwickshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,30.36,26,89,204,8.66,1.64,20.81,541,1,164.45,31.59,29,8.45,1.25,20.0,580,0.6,16.428050761421332
1068304,Northamptonshire,1,179,0,124,20.666666666666668,8.661290322580644,9,21,3,24,County Ground,Northampton,2017-07-07,Derbyshire,Derbyshire,['LM Reece'],"['Northamptonshire', 'Derbyshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,31.31,119,87,249,8.51,1.4,20.33,2419,1,160.42,36.53,26,8.2,1.51,19.65,511,0.6,16.048050761421337
1068304,Derbyshire,2,180,0,116,19.333333333333332,9.310344827586208,7,23,3,26,County Ground,Northampton,2017-07-07,Northamptonshire,Derbyshire,['LM Reece'],"['Northamptonshire', 'Derbyshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,31.31,119,87,249,8.51,1.4,20.33,2419,1,170.81,42.7,26,9.25,1.91,21.27,553,0.6,16.048050761421337
1068305,Derbyshire,1,165,0,122,20.333333333333332,8.114754098360656,5,17,6,23,Queen's Park,Chesterfield,2017-07-08,Yorkshire,Derbyshire,['WL Madsen'],"['Derbyshire', 'Yorkshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,165.75,3.3,4,162,170,8.1,0.21,20.75,83,1,167.5,23.83,26,8.61,1.45,20.81,541,0.6,17.678050761421332
1068305,Yorkshire,2,162,0,124,20.666666666666668,7.838709677419354,6,15,5,20,Queen's Park,Chesterfield,2017-07-08,Derbyshire,Derbyshire,['WL Madsen'],"['Derbyshire', 'Yorkshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,165.75,3.3,4,162,170,8.1,0.21,20.75,83,1,160.42,36.53,26,8.2,1.51,19.65,511,0.6,17.678050761421332
1068306,Nottinghamshire,1,158,0,121,20.166666666666668,7.8347107438016526,2,15,4,19,Edgbaston,Birmingham,2017-07-08,Warwickshire,Warwickshire,['JS Patel'],"['Nottinghamshire', 'Warwickshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,30.83,40,102,231,8.64,1.29,20.9,836,1,170.4,17.06,15,8.32,0.84,20.0,300,0.6,24.928050761421332
1068306,Warwickshire,2,159,0,123,20.5,7.7560975609756095,7,16,1,17,Edgbaston,Birmingham,2017-07-08,Nottinghamshire,Warwickshire,['JS Patel'],"['Nottinghamshire', 'Warwickshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,30.83,40,102,231,8.64,1.29,20.9,836,1,174.17,29.11,30,8.85,1.23,21.1,633,0.6,24.928050761421332
1068307,Durham,1,161,0,125,20.833333333333332,7.728000000000001,16,10,5,15,Riverside Ground,Chester-le-Street,2017-07-09,Northamptonshire,Northamptonshire,['BM Duckett'],"['Durham', 'Northamptonshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,22.88,30,78,192,7.34,1.01,14.97,449,0,170.81,42.7,26,9.25,1.91,21.27,553,0.6,-4.471949238578674
1068307,Northamptonshire,2,162,0,122,20.333333333333332,7.967213114754099,8,17,2,19,Riverside Ground,Chester-le-Street,2017-07-09,Durham,Northamptonshire,['BM Duckett'],"['Durham', 'Northamptonshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,22.88,30,78,192,7.34,1.01,14.97,449,0,154.15,29.95,27,8.21,1.71,18.07,488,0.6,-4.471949238578674
1068308,Glamorgan,1,198,0,121,20.166666666666668,9.818181818181818,5,15,11,26,Arundel Castle Cricket Club Ground,Unknown,2017-07-09,Sussex,Glamorgan,['CA Ingram'],"['Glamorgan', 'Sussex']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,189.0,12.73,2,180,198,9.26,0.78,21.5,43,1,151.92,29.71,26,8.01,1.27,18.46,480,0.6,40.92805076142133
1068308,Sussex,2,180,0,124,20.666666666666668,8.709677419354838,17,9,8,17,Arundel Castle Cricket Club Ground,Unknown,2017-07-09,Glamorgan,Glamorgan,['CA Ingram'],"['Glamorgan', 'Sussex']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,189.0,12.73,2,180,198,9.26,0.78,21.5,43,1,158.2,40.6,25,8.55,1.41,18.68,467,0.6,40.92805076142133
1068309,Surrey,1,181,0,124,20.666666666666668,8.758064516129032,13,17,6,23,Kennington Oval,London,2017-07-09,Somerset,Surrey,['TK Curran'],"['Surrey', 'Somerset']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,34.28,29,99,222,9.04,1.81,20.76,602,1,162.13,33.31,30,8.81,1.5,19.4,582,0.6,23.06805076142132
1068309,Somerset,2,177,0,126,21.0,8.428571428571429,26,11,8,19,Kennington Oval,London,2017-07-09,Surrey,Surrey,['TK Curran'],"['Surrey', 'Somerset']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,34.28,29,99,222,9.04,1.81,20.76,602,1,165.88,27.36,26,8.61,1.42,19.88,517,0.6,23.06805076142132
1068310,Lancashire,1,173,0,124,20.666666666666668,8.370967741935484,8,14,5,19,Aigburth,Liverpool,2017-07-09,Leicestershire,Leicestershire,['CN Ackermann'],"['Lancashire', 'Leicestershire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,175.5,3.54,2,173,178,8.46,0.12,21.5,43,1,158.07,31.23,27,8.44,1.37,19.52,527,0.6,27.428050761421332
1068310,Leicestershire,2,178,0,125,20.833333333333332,8.544,11,19,5,24,Aigburth,Liverpool,2017-07-09,Lancashire,Leicestershire,['CN Ackermann'],"['Lancashire', 'Leicestershire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,175.5,3.54,2,173,178,8.46,0.12,21.5,43,1,152.0,33.05,26,7.88,1.49,17.0,442,0.6,27.428050761421332
1068311,Essex,1,166,0,122,20.333333333333332,8.163934426229508,5,14,8,22,The Kent County Cricket Ground,Beckenham,2017-07-09,Kent,Kent,['DJ Bell-Drummond'],"['Essex', 'Kent']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,188.67,18.42,6,166,210,9.35,0.72,23.83,143,1,171.69,36.96,26,8.75,1.47,21.15,550,0.6,40.59805076142132
1068311,Kent,2,169,0,111,18.5,9.135135135135135,0,14,8,22,The Kent County Cricket Ground,Beckenham,2017-07-09,Essex,Kent,['DJ Bell-Drummond'],"['Essex', 'Kent']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,188.67,18.42,6,166,210,9.35,0.72,23.83,143,1,177.0,29.66,23,8.91,1.49,22.0,506,0.6,40.59805076142132
1068313,Hampshire,1,188,0,122,20.333333333333332,9.245901639344263,8,21,7,28,County Ground,Hove,2017-07-12,Sussex,Hampshire,['KJ Abbott'],"['Hampshire', 'Sussex']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,31.31,119,87,249,8.51,1.4,20.33,2419,1,151.92,29.71,26,8.01,1.27,18.46,480,0.6,16.048050761421337
1068313,Sussex,2,169,0,121,20.166666666666668,8.380165289256198,2,7,11,18,County Ground,Hove,2017-07-12,Hampshire,Hampshire,['KJ Abbott'],"['Hampshire', 'Sussex']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,31.31,119,87,249,8.51,1.4,20.33,2419,1,156.18,28.3,28,8.11,1.06,16.71,468,0.6,16.048050761421337
1068314,Essex,1,170,0,124,20.666666666666668,8.225806451612902,8,15,4,19,County Ground,Chelmsford,2017-07-13,Somerset,Essex,['RN ten Doeschate'],"['Essex', 'Somerset']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,31.31,119,87,249,8.51,1.4,20.33,2419,1,162.13,33.31,30,8.81,1.5,19.4,582,0.6,16.048050761421337
1068314,Somerset,2,148,0,124,20.666666666666668,7.161290322580645,10,13,4,17,County Ground,Chelmsford,2017-07-13,Essex,Essex,['RN ten Doeschate'],"['Essex', 'Somerset']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,31.31,119,87,249,8.51,1.4,20.33,2419,1,177.0,29.66,23,8.91,1.49,22.0,506,0.6,16.048050761421337
1068315,Surrey,1,158,0,127,21.166666666666668,7.464566929133857,10,12,4,16,Lord's,London,2017-07-13,Middlesex,Middlesex,['TG Helm'],"['Surrey', 'Middlesex']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,163.5,24.28,18,131,211,8.23,1.14,18.89,340,1,171.41,35.78,27,8.91,1.54,21.3,575,0.6,15.428050761421332
1068315,Middlesex,2,161,0,116,19.333333333333332,8.327586206896552,12,16,4,20,Lord's,London,2017-07-13,Surrey,Middlesex,['TG Helm'],"['Surrey', 'Middlesex']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,163.5,24.28,18,131,211,8.23,1.14,18.89,340,1,165.88,27.36,26,8.61,1.42,19.88,517,0.6,15.428050761421332
1068316,Kent,1,152,0,121,20.166666666666668,7.537190082644628,3,13,3,16,College Ground,Cheltenham,2017-07-13,Gloucestershire,Gloucestershire,['BAC Howell'],"['Kent', 'Gloucestershire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,170.5,15.78,8,152,197,8.39,0.81,21.38,171,1,148.36,32.17,25,7.97,1.21,17.4,435,0.6,22.428050761421332
1068316,Gloucestershire,2,156,0,116,19.333333333333332,8.068965517241379,10,15,4,19,College Ground,Cheltenham,2017-07-13,Kent,Gloucestershire,['BAC Howell'],"['Kent', 'Gloucestershire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,170.5,15.78,8,152,197,8.39,0.81,21.38,171,1,171.69,36.96,26,8.75,1.47,21.15,550,0.6,22.428050761421332
1068317,Hampshire,1,189,0,122,20.333333333333332,9.295081967213115,5,17,7,24,The Rose Bowl,Southampton,2017-07-14,Middlesex,Hampshire,['MA Carberry'],"['Hampshire', 'Middlesex']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,142.3,30.26,27,72,189,7.58,1.29,15.07,407,0,171.41,35.78,27,8.91,1.54,21.3,575,0.6,-5.771949238578657
1068317,Middlesex,2,160,0,124,20.666666666666668,7.741935483870967,7,8,8,16,The Rose Bowl,Southampton,2017-07-14,Hampshire,Hampshire,['MA Carberry'],"['Hampshire', 'Middlesex']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,142.3,30.26,27,72,189,7.58,1.29,15.07,407,0,156.18,28.3,28,8.11,1.06,16.71,468,0.6,-5.771949238578657
1068318,Lancashire,1,176,0,124,20.666666666666668,8.516129032258064,9,19,3,22,Old Trafford,Manchester,2017-07-14,Yorkshire,Unknown,['KR Brown'],"['Lancashire', 'Yorkshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,156.62,28.27,26,64,194,8.26,1.55,17.23,448,1,167.5,23.83,26,8.61,1.45,20.81,541,0.6,8.548050761421337
1068318,Yorkshire,2,64,0,51,8.5,7.529411764705882,3,5,2,7,Old Trafford,Manchester,2017-07-14,Lancashire,Unknown,['KR Brown'],"['Lancashire', 'Yorkshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,156.62,28.27,26,64,194,8.26,1.55,17.23,448,1,152.0,33.05,26,7.88,1.49,17.0,442,0.6,8.548050761421337
1068319,Surrey,1,205,0,123,20.5,10.0,10,19,7,26,Kennington Oval,London,2017-07-14,Kent,Kent,['JL Denly'],"['Surrey', 'Kent']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,34.28,29,99,222,9.04,1.81,20.76,602,1,171.69,36.96,26,8.75,1.47,21.15,550,0.6,23.06805076142132
1068319,Kent,2,207,0,123,20.5,10.097560975609756,9,18,7,25,Kennington Oval,London,2017-07-14,Surrey,Kent,['JL Denly'],"['Surrey', 'Kent']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,34.28,29,99,222,9.04,1.81,20.76,602,1,165.88,27.36,26,8.61,1.42,19.88,517,0.6,23.06805076142132
1068320,Warwickshire,1,156,0,122,20.333333333333332,7.672131147540984,3,12,4,16,Edgbaston,Birmingham,2017-07-14,Northamptonshire,Northamptonshire,['RI Keogh'],"['Warwickshire', 'Northamptonshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,30.83,40,102,231,8.64,1.29,20.9,836,1,170.81,42.7,26,9.25,1.91,21.27,553,0.6,24.928050761421332
1068320,Northamptonshire,2,160,0,125,20.833333333333332,7.680000000000001,6,14,5,19,Edgbaston,Birmingham,2017-07-14,Warwickshire,Northamptonshire,['RI Keogh'],"['Warwickshire', 'Northamptonshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,30.83,40,102,231,8.64,1.29,20.9,836,1,170.4,17.06,15,8.32,0.84,20.0,300,0.6,24.928050761421332
1068321,Worcestershire,1,148,0,121,20.166666666666668,7.338842975206611,10,15,3,18,"County Ground, New Road",Worcester,2017-07-14,Leicestershire,Leicestershire,['CJ McKay'],"['Worcestershire', 'Leicestershire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,30.36,26,89,204,8.66,1.64,20.81,541,1,158.07,31.23,27,8.44,1.37,19.52,527,0.6,16.428050761421332
1068321,Leicestershire,2,149,0,111,18.5,8.054054054054054,1,18,2,20,"County Ground, New Road",Worcester,2017-07-14,Worcestershire,Leicestershire,['CJ McKay'],"['Worcestershire', 'Leicestershire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,30.36,26,89,204,8.66,1.64,20.81,541,1,164.45,31.59,29,8.45,1.25,20.0,580,0.6,16.428050761421332
1068322,Glamorgan,1,171,0,107,17.833333333333332,9.588785046728972,10,16,5,21,Sophia Gardens,Cardiff,2017-07-15,Somerset,Unknown,[],"['Glamorgan', 'Somerset']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,144.96,42.63,24,32,198,8.36,1.33,16.96,407,0,162.13,33.31,30,8.81,1.5,19.4,582,0.6,-3.11194923857866
1068323,Leicestershire,1,147,0,122,20.333333333333332,7.229508196721312,12,10,4,14,Edgbaston,Birmingham,2017-07-16,Warwickshire,Leicestershire,['CN Ackermann'],"['Leicestershire', 'Warwickshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,30.83,40,102,231,8.64,1.29,20.9,836,1,170.4,17.06,15,8.32,0.84,20.0,300,0.6,24.928050761421332
1068323,Warwickshire,2,138,0,124,20.666666666666668,6.677419354838709,12,13,1,14,Edgbaston,Birmingham,2017-07-16,Leicestershire,Leicestershire,['CN Ackermann'],"['Leicestershire', 'Warwickshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,30.83,40,102,231,8.64,1.29,20.9,836,1,158.07,31.23,27,8.44,1.37,19.52,527,0.6,24.928050761421332
1068324,Derbyshire,1,152,0,123,20.5,7.414634146341464,10,8,4,12,Old Trafford,Manchester,2017-07-16,Lancashire,Lancashire,['MW Parkinson'],"['Derbyshire', 'Lancashire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,156.62,28.27,26,64,194,8.26,1.55,17.23,448,1,152.0,33.05,26,7.88,1.49,17.0,442,0.6,8.548050761421337
1068324,Lancashire,2,155,0,117,19.5,7.948717948717949,12,11,2,13,Old Trafford,Manchester,2017-07-16,Derbyshire,Lancashire,['MW Parkinson'],"['Derbyshire', 'Lancashire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,156.62,28.27,26,64,194,8.26,1.55,17.23,448,1,160.42,36.53,26,8.2,1.51,19.65,511,0.6,8.548050761421337
1068325,Essex,1,219,0,126,21.0,10.428571428571429,12,10,15,25,County Ground,Chelmsford,2017-07-16,Glamorgan,Glamorgan,['CA Ingram'],"['Essex', 'Glamorgan']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,31.31,119,87,249,8.51,1.4,20.33,2419,1,158.2,40.6,25,8.55,1.41,18.68,467,0.6,16.048050761421337
1068325,Glamorgan,2,224,0,123,20.5,10.926829268292684,12,16,14,30,County Ground,Chelmsford,2017-07-16,Essex,Glamorgan,['CA Ingram'],"['Essex', 'Glamorgan']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,31.31,119,87,249,8.51,1.4,20.33,2419,1,177.0,29.66,23,8.91,1.49,22.0,506,0.6,16.048050761421337
1068326,Sussex,1,156,0,126,21.0,7.428571428571429,12,15,4,19,College Ground,Cheltenham,2017-07-16,Gloucestershire,Unknown,[],"['Sussex', 'Gloucestershire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,170.5,15.78,8,152,197,8.39,0.81,21.38,171,1,148.36,32.17,25,7.97,1.21,17.4,435,0.6,22.428050761421332
1068327,Somerset,1,207,0,123,20.5,10.097560975609756,14,20,7,27,Uxbridge Cricket Club Ground,Unknown,2017-07-16,Middlesex,Somerset,['AJ Hose'],"['Somerset', 'Middlesex']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,163.17,35.92,6,100,207,8.23,1.25,18.5,111,1,171.41,35.78,27,8.91,1.54,21.3,575,0.6,15.09805076142132
1068327,Middlesex,2,186,0,126,21.0,8.857142857142858,9,15,8,23,Uxbridge Cricket Club Ground,Unknown,2017-07-16,Somerset,Somerset,['AJ Hose'],"['Somerset', 'Middlesex']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,163.17,35.92,6,100,207,8.23,1.25,18.5,111,1,162.13,33.31,30,8.81,1.5,19.4,582,0.6,15.09805076142132
1068328,Gloucestershire,1,138,0,120,20.0,6.9,3,13,3,16,St Lawrence Ground,Canterbury,2017-07-18,Kent,Gloucestershire,['BAC Howell'],"['Gloucestershire', 'Kent']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,169.55,35.33,22,99,250,8.51,1.51,20.05,441,1,171.69,36.96,26,8.75,1.47,21.15,550,0.6,21.478050761421343
1068328,Kent,2,130,0,123,20.5,6.341463414634147,9,9,4,13,St Lawrence Ground,Canterbury,2017-07-18,Gloucestershire,Gloucestershire,['BAC Howell'],"['Gloucestershire', 'Kent']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,169.55,35.33,22,99,250,8.51,1.51,20.05,441,1,148.36,32.17,25,7.97,1.21,17.4,435,0.6,21.478050761421343
1068329,Worcestershire,1,186,0,125,20.833333333333332,8.928,10,17,7,24,"County Ground, New Road",Worcester,2017-07-19,Derbyshire,Derbyshire,['WL Madsen'],"['Worcestershire', 'Derbyshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,30.36,26,89,204,8.66,1.64,20.81,541,1,160.42,36.53,26,8.2,1.51,19.65,511,0.6,16.428050761421332
