team_batting_avg,team_strike_rate,team_bowling_avg,team_economy,team_size,venue_avg_runs,venue_runs_std,venue_matches,team_balance,venue_advantage,opposition_strength,total_wickets,balls_bowled,overs_bowled,run_rate,extras,boundaries_4s,boundaries_6s,boundaries_total,total_runs
28.475,146.065,24.16,5.8,11,175.5,3.54,2,1.1786009933774835,0.9857549857549858,20.178333333333335,0,124,20.666666666666668,8.370967741935484,8,14,5,19,173
16.36,95.085,33.4,6.199999999999999,11,175.5,3.54,2,0.48982035928143713,1.0142450142450143,18.569375,0,125,20.83333333333333,8.544,11,19,5,24,178
24.08,116.96,30.0,13.0,11,167.5,2.12,2,0.8026666666666666,0.991044776119403,24.265625,0,122,20.33333333333333,8.163934426229508,5,14,8,22,166
20.565,123.2375,35.75,5.69,11,167.5,2.12,2,0.5752447552447553,1.008955223880597,22.061875,0,111,18.5,9.135135135135137,0,14,8,22,169
18.61,116.61,33.49,5.505999999999999,11,183.0,21.05,12,0.5556882651537772,1.0273224043715847,21.805,0,122,20.33333333333333,9.245901639344265,8,21,7,28,188
17.6175,137.85750000000002,32.66,5.5725,11,183.0,21.05,12,0.5394213104715249,0.9234972677595629,23.117500000000003,0,121,20.166666666666668,8.380165289256198,2,7,11,18,169
25.0,120.0,30.0,7.0,11,183.0,21.05,12,0.8333333333333334,0.9289617486338798,24.354375,0,124,20.666666666666668,8.225806451612902,8,15,4,19,170
22.0,115.78,43.255,5.195,11,183.0,21.05,12,0.5086117211883019,0.8087431693989071,22.061875,0,124,20.666666666666668,7.161290322580645,10,13,4,17,148
19.526666666666667,134.55666666666667,50.45,5.756666666666668,11,159.5,2.12,2,0.3870498843739676,0.9905956112852664,21.571666666666665,0,127,21.166666666666668,7.464566929133857,10,12,4,16,158
26.735000000000003,136.5575,31.87333333333333,5.666666666666667,11,159.5,2.12,2,0.8387889562852962,1.0094043887147335,20.16375,0,116,19.33333333333333,8.327586206896552,12,16,4,20,161
17.42,129.83666666666667,35.75,5.69,11,165.6,15.06,5,0.4872727272727273,0.9178743961352658,20.350625,0,121,20.166666666666668,7.537190082644628,3,13,3,16,152
26.15,122.37,30.0,5.0,11,165.6,15.06,5,0.8716666666666666,0.9420289855072465,24.265625,0,116,19.33333333333333,8.068965517241379,10,15,4,19,156
18.61,116.61,33.49,5.505999999999999,11,158.5,21.95,4,0.5556882651537772,1.1924290220820188,21.571666666666665,0,122,20.33333333333333,9.295081967213116,5,17,7,24,189
26.735000000000003,136.5575,31.87333333333333,5.666666666666667,11,158.5,21.95,4,0.8387889562852962,1.0094637223974763,23.117500000000003,0,124,20.666666666666668,7.741935483870967,7,8,8,16,160
28.475,146.065,24.16,5.8,11,136.75,49.66,4,1.1786009933774835,1.287020109689214,17.527222222222225,0,124,20.666666666666668,8.516129032258064,9,19,3,22,176
22.9175,121.315,28.39333333333333,5.06,11,136.75,49.66,4,0.8071436957032168,0.4680073126142596,18.569375,0,51,8.5,7.529411764705882,3,5,2,7,64
20.6825,135.32,50.45,5.756666666666668,11,192.5,15.7,4,0.4099603567888999,1.0649350649350648,24.265625,0,123,20.5,10.0,10,19,7,26,205
17.42,129.83666666666667,35.75,5.69,11,192.5,15.7,4,0.4872727272727273,1.0753246753246752,20.16375,0,123,20.5,10.097560975609756,9,18,7,25,207
9.64,94.175,41.0,4.76,11,153.0,8.72,6,0.2351219512195122,1.0196078431372548,14.88,0,122,20.33333333333333,7.672131147540984,3,12,4,16,156
21.29,97.83,35.98,5.53,11,153.0,8.72,6,0.5917176209005003,1.0457516339869282,18.54416666666667,0,125,20.83333333333333,7.680000000000001,6,14,5,19,160
22.42,132.64,31.12,5.275,11,162.83,19.22,6,0.7204370179948586,0.9089234170607381,20.178333333333335,0,121,20.166666666666668,7.338842975206611,10,15,3,18,148
16.36,95.085,33.4,6.199999999999999,11,162.83,19.22,6,0.48982035928143713,0.9150647915003377,12.0,0,111,18.5,8.054054054054054,1,18,2,20,149
25.0,120.0,30.0,7.0,11,165.2,13.27,5,0.8333333333333334,1.0351089588377724,24.354375,0,107,17.833333333333332,9.588785046728972,10,16,5,21,171
16.36,95.085,33.4,6.199999999999999,11,153.0,8.72,6,0.48982035928143713,0.9607843137254902,18.54416666666667,0,122,20.33333333333333,7.229508196721312,12,10,4,14,147
9.64,94.175,41.0,4.76,11,153.0,8.72,6,0.2351219512195122,0.9019607843137255,20.178333333333335,0,124,20.666666666666668,6.677419354838709,12,13,1,14,138
10.0,200.0,25.47,5.2,11,136.75,49.66,4,0.39261876717707106,1.1115173674588665,18.569375,0,123,20.5,7.414634146341464,10,8,4,12,152
19.4,112.52666666666666,32.38,5.824999999999999,11,136.75,49.66,4,0.599135268684373,1.13345521023766,21.506875,0,117,19.5,7.948717948717949,12,11,2,13,155
25.0,120.0,30.0,7.0,11,183.0,21.05,12,0.8333333333333334,1.1967213114754098,20.409166666666668,0,126,21.0,10.428571428571429,12,10,15,25,219
25.0,120.0,30.0,7.0,11,183.0,21.05,12,0.8333333333333334,1.2240437158469946,22.061875,0,123,20.5,10.926829268292684,12,16,14,30,224
17.6175,137.85750000000002,32.66,5.5725,11,165.6,15.06,5,0.5394213104715249,0.9420289855072465,20.350625,0,126,21.0,7.428571428571429,12,15,4,19,156
22.0,115.78,43.255,5.195,11,196.5,14.85,2,0.5086117211883019,1.0534351145038168,21.571666666666665,0,123,20.5,10.097560975609756,14,20,7,27,207
26.735000000000003,136.5575,31.87333333333333,5.666666666666667,11,196.5,14.85,2,0.8387889562852962,0.9465648854961832,24.354375,0,126,21.0,8.857142857142858,9,15,8,23,186
26.15,122.37,30.0,5.0,11,134.0,5.66,2,0.8716666666666666,1.0298507462686568,24.265625,0,120,20.0,6.9,3,13,3,16,138
19.630000000000003,144.755,33.62,6.06,11,134.0,5.66,2,0.5838786436644855,0.9701492537313433,20.350625,0,123,20.5,6.341463414634147,9,9,4,13,130
22.42,132.64,31.12,5.275,11,162.83,19.22,6,0.7204370179948586,1.1422956457655222,21.506875,0,125,20.83333333333333,8.928,10,17,7,24,186
10.0,200.0,25.47,5.2,11,162.83,19.22,6,0.39261876717707106,1.160719769084321,12.0,0,113,18.83333333333333,10.035398230088497,4,25,3,28,189
