team_id,opposition,h2h_matches,h2h_avg_runs,h2h_win_rate,h2h_strength
150,Rwanda,1,77.0,0.0,0.57
151,Denmark,7,104.0,0.71,0.77
151,Germany,6,126.83,0.0,0.94
151,Jersey,2,74.5,0.5,0.55
151,Norway,7,127.86,0.29,0.95
151,Slovenia,1,105.0,1.0,0.78
151,Spain,2,92.5,0.5,0.69
152,Austria,5,150.2,0.4,1.12
152,Belgium,5,125.8,0.8,0.94
152,Croatia,1,106.0,1.0,0.79
152,Czech Republic,1,183.0,0.0,1.36
152,Luxembourg,7,133.71,0.71,1.0
152,Malta,4,160.75,0.75,1.2
153,Chilaw Marians Cricket Club,1,150.0,1.0,1.12
153,Negombo Cricket Club,1,147.0,1.0,1.09
153,Nondescripts Cricket Club,1,167.0,0.0,1.24
153,Nugegoda Sports Welfare Club,1,139.0,0.0,1.04
153,Sinhalese Sports Club,1,97.0,0.0,0.72
154,Cameroon,4,167.0,1.0,1.24
154,Germany,2,140.5,0.5,1.05
154,Ghana,2,105.0,1.0,0.78
154,Hong Kong,2,95.0,0.0,0.71
154,Malawi,3,136.67,1.0,1.02
154,Malaysia,1,83.0,0.0,0.62
154,Namibia,6,91.0,0.17,0.68
154,Nigeria,8,93.12,0.5,0.69
154,Qatar,2,165.0,1.0,1.23
154,Rwanda,18,137.44,0.94,1.02
154,Uganda,24,119.12,0.33,0.89
154,Zimbabwe,5,83.6,0.0,0.62
155,Bangladesh,6,72.0,0.0,0.54
155,China,6,47.17,1.0,0.35
155,India,3,59.0,0.0,0.44
155,Indonesia,8,119.0,0.75,0.89
155,Ireland,5,76.8,0.6,0.57
155,Japan,3,92.67,0.33,0.69
155,Kuwait,4,83.75,1.0,0.62
155,Maldives,6,121.83,0.67,0.91
155,Myanmar,3,108.33,1.0,0.81
155,Namibia,3,88.67,1.0,0.66
155,Nepal,10,91.6,0.7,0.68
155,Netherlands,11,99.55,0.73,0.74
155,Pakistan,5,91.2,0.2,0.68
155,Saudi Arabia,5,114.0,0.0,0.85
155,Scotland,6,89.0,0.17,0.66
155,Singapore,6,108.0,0.33,0.8
155,South Africa,1,82.0,0.0,0.61
155,Sri Lanka,5,87.6,0.2,0.65
155,Uganda,2,88.5,1.0,0.66
155,United Arab Emirates,11,82.09,0.73,0.61
155,United States of America,1,56.0,1.0,0.42
155,West Indies,1,78.0,0.0,0.58
155,Zimbabwe,9,111.11,0.44,0.83
156,Boland,4,138.25,0.5,1.03
156,Cape Cobras,14,137.07,0.71,1.02
156,Dolphins,21,150.62,0.62,1.12
156,Knights,18,162.22,0.61,1.21
156,Lions,19,161.21,0.47,1.2
156,Warriors,18,138.11,0.67,1.03
156,Western Province,3,144.67,1.0,1.08
157,Windward Islands,2,73.0,1.0,0.54
158,Bulgaria,4,200.0,0.5,1.49
158,Cyprus,1,48.0,0.0,0.36
158,France,2,84.0,0.0,0.63
158,Isle of Man,2,99.0,0.0,0.74
158,Italy,2,80.5,0.0,0.6
159,Costa Rica,2,100.5,0.5,0.75
160,Bahrain,2,86.5,0.5,0.64
160,Bermuda,1,134.0,1.0,1.0
160,Cameroon,2,100.5,1.0,0.75
160,Canada,1,93.0,0.0,0.69
160,Germany,1,213.0,1.0,1.59
160,Ghana,4,155.5,1.0,1.16
160,Hong Kong,6,94.67,0.67,0.7
160,Ireland,2,88.5,0.0,0.66
160,Italy,1,151.0,1.0,1.12
160,Kenya,26,130.31,0.73,0.97
160,Namibia,27,102.26,0.41,0.76
160,Nepal,7,91.86,0.57,0.68
160,Netherlands,2,104.5,0.5,0.78
160,New Zealand,1,40.0,0.0,0.3
160,Nigeria,17,116.65,0.88,0.87
160,Papua New Guinea,2,119.0,0.5,0.89
160,Qatar,1,105.0,0.0,0.78
160,Rwanda,28,131.32,0.96,0.98
160,Sierra Leone,3,87.67,1.0,0.65
160,Sri Lanka,1,87.0,0.0,0.65
160,Tanzania,23,130.83,0.65,0.97
160,Thailand,2,70.5,0.0,0.52
160,West Indies,1,39.0,0.0,0.29
160,Zimbabwe,10,97.6,0.2,0.73
161,Bahrain,9,165.44,0.78,1.23
161,Bangladesh,7,135.0,0.29,1.01
161,Canada,3,149.67,1.0,1.11
161,China,3,96.67,1.0,0.72
161,Hong Kong,18,129.61,0.83,0.97
161,India,4,83.75,0.0,0.62
161,Indonesia,1,122.0,1.0,0.91
161,Ireland,14,133.14,0.5,0.99
161,Italy,1,91.0,0.0,0.68
161,Japan,1,68.0,1.0,0.51
161,Kenya,2,103.0,0.5,0.77
161,Kuwait,11,154.64,0.91,1.15
161,Malaysia,10,90.5,1.0,0.67
161,Maldives,1,123.0,1.0,0.92
161,Namibia,16,114.44,0.62,0.85
161,Nepal,17,125.47,0.41,0.93
161,Netherlands,12,111.5,0.42,0.83
161,Nigeria,3,104.0,1.0,0.77
161,Oman,11,163.27,0.64,1.22
161,Pakistan,6,121.17,0.0,0.9
161,Qatar,10,151.7,1.0,1.13
161,Saudi Arabia,5,122.6,0.8,0.91
161,Sri Lanka,4,94.0,0.0,0.7
161,Thailand,11,81.91,0.27,0.61
161,United States of America,7,127.0,0.57,0.95
161,Zimbabwe,7,116.86,0.43,0.87
162,Argentina,6,121.67,1.0,0.91
162,Bahamas,2,154.0,1.0,1.15
162,Bangladesh,5,110.6,0.4,0.82
162,Belize,3,135.67,1.0,1.01
162,Bermuda,6,128.67,0.67,0.96
162,Canada,22,133.86,0.68,1.0
162,Cayman Islands,3,105.33,1.0,0.78
162,Denmark,1,145.0,1.0,1.08
162,England,1,115.0,0.0,0.86
162,Hong Kong,2,115.0,0.5,0.86
162,India,1,110.0,0.0,0.82
162,Ireland,5,132.2,0.2,0.98
162,Italy,1,160.0,0.0,1.19
162,Jersey,2,123.5,1.0,0.92
162,Namibia,4,129.5,0.75,0.96
162,Netherlands,8,107.62,0.0,0.8
162,Oman,3,154.33,1.0,1.15
162,Papua New Guinea,4,102.25,0.25,0.76
162,Scotland,3,62.0,0.0,0.46
162,South Africa,1,176.0,0.0,1.31
162,Sri Lanka,1,105.0,0.0,0.78
162,Thailand,1,54.0,0.0,0.4
162,United Arab Emirates,7,143.86,0.29,1.07
162,Zimbabwe,4,120.25,0.25,0.9
163,Cook Islands,6,128.33,0.5,0.96
163,Fiji,7,151.86,0.71,1.13
163,Indonesia,2,108.0,1.0,0.8
163,Ireland,1,88.0,0.0,0.66
163,Japan,8,97.12,0.75,0.72
163,Kuwait,2,104.0,0.0,0.77
163,Malaysia,6,145.33,0.5,1.08
163,Papua New Guinea,13,95.92,0.08,0.71
163,Samoa,14,97.93,0.43,0.73
163,United Arab Emirates,1,63.0,0.0,0.47
164,Boland,3,160.33,0.33,1.19
164,Cape Cobras,14,145.93,0.36,1.09
164,Knights,16,141.06,0.44,1.05
164,Lions,20,141.9,0.45,1.06
164,North West,2,162.5,0.5,1.21
164,Titans,19,120.63,0.26,0.9
164,Western Province,2,156.5,0.5,1.17
165,Durham,3,155.67,1.0,1.16
165,Glamorgan,1,175.0,1.0,1.3
165,Lancashire,8,143.62,0.62,1.07
165,Leicestershire,7,157.86,0.71,1.18
165,Northamptonshire,9,137.22,0.44,1.02
165,Nottinghamshire,9,157.11,0.44,1.17
165,Surrey,2,200.5,1.0,1.49
165,Worcestershire,8,158.88,0.5,1.18
165,Yorkshire,5,146.6,0.4,1.09
166,Australia,39,156.85,0.33,1.17
166,Bangladesh,24,143.5,0.67,1.07
166,England,63,135.49,0.35,1.01
166,ICC World XI,1,199.0,1.0,1.48
166,India,43,140.74,0.28,1.05
166,Ireland,15,138.87,0.73,1.03
166,New Zealand,35,124.49,0.23,0.93
166,Pakistan,40,122.2,0.38,0.91
166,South Africa,45,137.33,0.51,1.02
166,Sri Lanka,31,131.29,0.58,0.98
166,Thailand,1,80.0,1.0,0.6
166,Uganda,1,173.0,1.0,1.29
167,Boland,3,138.67,0.33,1.03
167,Dolphins,4,117.75,0.25,0.88
167,Knights,3,136.33,0.67,1.02
167,North West,4,159.0,0.75,1.18
167,Titans,3,132.67,0.0,0.99
168,Guyana,2,86.0,0.0,0.64
169,Birmingham Bears,15,169.07,0.4,1.26
169,Derbyshire,17,162.41,0.59,1.21
169,Durham,17,152.59,0.59,1.14
169,Glamorgan,1,190.0,0.0,1.41
169,Hampshire,2,79.0,0.0,0.59
169,Lancashire,20,159.95,0.35,1.19
169,Leicestershire,15,152.6,0.47,1.14
169,Northamptonshire,21,165.1,0.48,1.23
169,Nottinghamshire,21,164.9,0.52,1.23
169,Somerset,2,190.5,0.5,1.42
169,Surrey,1,141.0,0.0,1.05
169,Sussex,2,172.5,1.0,1.28
169,Yorkshire,15,173.6,0.33,1.29
170,Birmingham Bears,14,166.79,0.29,1.24
170,Derbyshire,23,150.91,0.43,1.12
170,Durham,23,157.09,0.48,1.17
170,Glamorgan,1,180.0,1.0,1.34
170,Lancashire,21,172.14,0.33,1.28
170,Leicestershire,17,177.29,0.47,1.32
170,Northamptonshire,15,176.0,0.67,1.31
170,Nottinghamshire,16,170.81,0.38,1.27
170,Surrey,1,160.0,1.0,1.19
170,Worcestershire,15,179.4,0.67,1.34
171,Bangladesh,27,142.96,0.3,1.06
171,England,1,138.0,0.0,1.03
171,India,13,132.62,0.23,0.99
171,Ireland,29,129.34,0.28,0.96
171,Japan,1,59.0,1.0,0.44
171,Kenya,5,165.2,1.0,1.23
171,Namibia,29,132.03,0.59,0.98
171,Netherlands,8,118.25,0.38,0.88
171,New Zealand,8,136.0,0.0,1.01
171,Nigeria,5,81.2,1.0,0.6
171,Pakistan,20,132.5,0.15,0.99
171,Rwanda,4,185.5,1.0,1.38
171,Scotland,6,137.5,0.83,1.02
171,Singapore,3,193.67,0.67,1.44
171,South Africa,10,118.5,0.0,0.88
171,Sri Lanka,8,122.75,0.25,0.91
171,Tanzania,5,103.8,1.0,0.77
171,Thailand,9,108.89,0.56,0.81
171,Uganda,10,109.7,0.8,0.82
171,United Arab Emirates,7,123.29,0.57,0.92
171,United States of America,4,138.75,0.75,1.03
171,West Indies,4,118.5,0.25,0.88
